,0,1
14702,UniRef90_A0A099ATX5,g__Escherichia.s__Escherichia_coli
14705,UniRef90_F4NLM7,g__Escherichia.s__Escherichia_coli
14707,UniRef90_A0A1Q6APT6,g__Escherichia.s__Escherichia_coli
14709,UniRef90_A0A1D3KQD1,g__Klebsiella.s__Klebsiella_variicola_CAG_634
14710,UniRef90_A0A1D3KQD1,g__Klebsiella.s__Klebsiella_pneumoniae
14711,UniRef90_A0A1D3KQD1,g__Klebsiella.s__Klebsiella_quasipneumoniae
14712,UniRef90_A0A1D3KQD1,g__Klebsiella.s__Klebsiella_variicola
14713,UniRef90_A0A1D3KQD1,g__Raoultella.s__Raoultella_ornithinolytica
14715,UniRef90_A0A1D3KQD1,g__Escherichia.s__Escherichia_coli
14721,UniRef90_A0A064D9Y0,g__Escherichia.s__Escherichia_coli
14723,UniRef90_V0UXJ3,g__Escherichia.s__Escherichia_coli
14727,UniRef90_A0A376X0X1,g__Escherichia.s__Escherichia_coli
14728,UniRef90_A0A376X0X1,g__Klebsiella.s__Klebsiella_pneumoniae
14730,UniRef90_A0A370YIJ7,g__Klebsiella.s__Klebsiella_pneumoniae
14737,UniRef90_A0A370YGQ3,g__Klebsiella.s__Klebsiella_pneumoniae
14739,UniRef90_A0A0H2Z6F4,g__Escherichia.s__Escherichia_coli
14741,UniRef90_A0A0D8VRA0,g__Klebsiella.s__Klebsiella_pneumoniae
14742,UniRef90_A0A0D8VRA0,g__Escherichia.s__Escherichia_coli
14744,UniRef90_V0VBH0,g__Escherichia.s__Escherichia_coli
14746,UniRef90_UPI000750D153,g__Escherichia.s__Escherichia_coli
14748,UniRef90_UPI000750D153,g__Klebsiella.s__Klebsiella_pneumoniae
14750,UniRef90_A0A3D5QXT1,g__Klebsiella.s__Klebsiella_pneumoniae
14752,UniRef90_A0A0Q3AUI0,g__Klebsiella.s__Klebsiella_pneumoniae
14753,UniRef90_A0A0Q3AUI0,g__Escherichia.s__Escherichia_coli
14756,UniRef90_P0A9I9,g__Escherichia.s__Escherichia_coli
14758,UniRef90_A0A0T5XPG4,g__Klebsiella.s__Klebsiella_pneumoniae
14759,UniRef90_A0A0T5XPG4,g__Escherichia.s__Escherichia_coli
14762,UniRef90_D8A2Y6,g__Escherichia.s__Escherichia_coli
14766,UniRef90_A0A2R9VZI9,g__Escherichia.s__Escherichia_coli
14769,UniRef90_P21646,g__Klebsiella.s__Klebsiella_pneumoniae
14770,UniRef90_P21646,g__Klebsiella.s__Klebsiella_variicola_CAG_634
14771,UniRef90_P21646,g__Klebsiella.s__Klebsiella_variicola
14772,UniRef90_P21646,g__Klebsiella.s__Klebsiella_quasipneumoniae
14774,UniRef90_A8ACQ4,g__Klebsiella.s__Klebsiella_pneumoniae
14776,UniRef90_A0A0I1BHQ2,g__Escherichia.s__Escherichia_coli
14783,UniRef90_A0A0T5XGP4,g__Klebsiella.s__Klebsiella_pneumoniae
14785,UniRef90_A0A0T5XGP4,g__Escherichia.s__Escherichia_coli
14787,UniRef90_A0A397XFX8,g__Escherichia.s__Escherichia_coli
14789,UniRef90_E1IYH9,g__Escherichia.s__Escherichia_coli
14791,UniRef90_A0A0T5XQT8,g__Klebsiella.s__Klebsiella_pneumoniae
14793,UniRef90_A0A0T5XQT8,g__Escherichia.s__Escherichia_coli
14795,UniRef90_A0A376W0S9,g__Escherichia.s__Escherichia_coli
14798,UniRef90_A0A370YTH0,g__Klebsiella.s__Klebsiella_pneumoniae
14801,UniRef90_A0A2Y8VKD5,g__Escherichia.s__Escherichia_coli
14813,UniRef90_D0ZKX9,g__Klebsiella.s__Klebsiella_pneumoniae
14814,UniRef90_D0ZKX9,g__Escherichia.s__Escherichia_coli
14816,UniRef90_P69426,g__Escherichia.s__Escherichia_coli
14817,UniRef90_P69426,g__Klebsiella.s__Klebsiella_pneumoniae
14821,UniRef90_L0M3J6,g__Klebsiella.s__Klebsiella_pneumoniae
14824,UniRef90_V0WE46,g__Escherichia.s__Escherichia_coli
14827,UniRef90_A0A0H7Q403,g__Escherichia.s__Escherichia_coli
14831,UniRef90_A0A377KAF8,g__Escherichia.s__Escherichia_coli
14832,UniRef90_A0A377KAF8,g__Klebsiella.s__Klebsiella_pneumoniae
14836,UniRef90_A0A0T5XLD0,g__Klebsiella.s__Klebsiella_pneumoniae
14837,UniRef90_A0A0T5XLD0,g__Escherichia.s__Escherichia_coli
14842,UniRef90_A0A2U9HB59,g__Escherichia.s__Escherichia_coli
14846,UniRef90_UPI0009F8AD0F,g__Escherichia.s__Escherichia_coli
14850,UniRef90_A0A148HFQ2,g__Escherichia.s__Escherichia_coli
14852,UniRef90_P18777,g__Escherichia.s__Escherichia_coli
14853,UniRef90_P18777,g__Klebsiella.s__Klebsiella_pneumoniae
14855,UniRef90_A0A1D3U481,g__Klebsiella.s__Klebsiella_pneumoniae
14856,UniRef90_A0A1D3U481,g__Escherichia.s__Escherichia_coli
14859,UniRef90_A0A0F0YK56,g__Klebsiella.s__Klebsiella_pneumoniae
14861,UniRef90_A0A0T5XLJ7,g__Escherichia.s__Escherichia_coli
14862,UniRef90_A0A0T5XLJ7,g__Klebsiella.s__Klebsiella_pneumoniae
14865,UniRef90_A0A0T5XFX8,g__Klebsiella.s__Klebsiella_pneumoniae
14866,UniRef90_A0A0T5XFX8,g__Escherichia.s__Escherichia_coli
14869,UniRef90_P0A957,g__Klebsiella.s__Klebsiella_pneumoniae
14870,UniRef90_P0A957,g__Escherichia.s__Escherichia_coli
14873,UniRef90_P39365,g__Escherichia.s__Escherichia_coli
14877,UniRef90_A0A376R132,g__Klebsiella.s__Klebsiella_pneumoniae
14879,UniRef90_A0A376R132,g__Escherichia.s__Escherichia_coli
14881,UniRef90_D7Z8J0,g__Escherichia.s__Escherichia_coli
14885,UniRef90_Q83IX1,g__Escherichia.s__Escherichia_coli
14887,UniRef90_P0A9V7,g__Escherichia.s__Escherichia_coli
14888,UniRef90_P0A9V7,g__Klebsiella.s__Klebsiella_pneumoniae
14892,UniRef90_A0A2D0E585,g__Escherichia.s__Escherichia_coli
14896,UniRef90_Q8FJZ1,g__Escherichia.s__Escherichia_coli
14897,UniRef90_Q8FJZ1,g__Klebsiella.s__Klebsiella_pneumoniae
14902,UniRef90_A0A0A6SGD8,g__Escherichia.s__Escherichia_coli
14904,UniRef90_A0A0T5XNU2,g__Escherichia.s__Escherichia_coli
14906,UniRef90_A0A376VZL4,g__Escherichia.s__Escherichia_coli
14911,UniRef90_A4W8H0,g__Klebsiella.s__Klebsiella_pneumoniae
14912,UniRef90_A4W8H0,g__Escherichia.s__Escherichia_coli
14915,UniRef90_P0A192,g__Raoultella.s__Raoultella_ornithinolytica
14916,UniRef90_P0A192,g__Escherichia.s__Escherichia_coli
14917,UniRef90_P0A192,g__Klebsiella.s__Klebsiella_variicola_CAG_634
14918,UniRef90_P0A192,g__Klebsiella.s__Klebsiella_variicola
14919,UniRef90_P0A192,g__Klebsiella.s__Klebsiella_pneumoniae
14922,UniRef90_A0A0T5XJK9,g__Escherichia.s__Escherichia_coli
14923,UniRef90_A0A0T5XJK9,g__Klebsiella.s__Klebsiella_pneumoniae
14926,UniRef90_P26419,g__Klebsiella.s__Klebsiella_pneumoniae
14928,UniRef90_P26419,g__Escherichia.s__Escherichia_coli
14930,UniRef90_A0A0T5XS47,g__Klebsiella.s__Klebsiella_pneumoniae
14931,UniRef90_A0A0T5XS47,g__Escherichia.s__Escherichia_coli
14934,UniRef90_A0A156BLQ3,g__Klebsiella.s__Klebsiella_pneumoniae
14939,UniRef90_A0A1M1UXS0,g__Escherichia.s__Escherichia_coli
14942,UniRef90_A0A2H3LWM7,g__Escherichia.s__Escherichia_coli
14944,UniRef90_E1J450,g__Escherichia.s__Escherichia_coli
14947,UniRef90_P39356,g__Escherichia.s__Escherichia_coli
14948,UniRef90_P39356,g__Klebsiella.s__Klebsiella_pneumoniae
14950,UniRef90_A0A2K4PCZ0,g__Escherichia.s__Escherichia_coli
14955,UniRef90_A0A327HZA8,g__Klebsiella.s__Klebsiella_pneumoniae
14956,UniRef90_A0A327HZA8,g__Escherichia.s__Escherichia_coli
14959,UniRef90_P0AES7,g__Klebsiella.s__Klebsiella_quasipneumoniae
14960,UniRef90_P0AES7,g__Raoultella.s__Raoultella_ornithinolytica
14961,UniRef90_P0AES7,g__Klebsiella.s__Klebsiella_variicola
14962,UniRef90_P0AES7,g__Klebsiella.s__Klebsiella_variicola_CAG_634
14963,UniRef90_P0AES7,g__Escherichia.s__Escherichia_coli
14964,UniRef90_P0AES7,g__Klebsiella.s__Klebsiella_pneumoniae
14967,UniRef90_A0A377KAY8,g__Escherichia.s__Escherichia_coli
14970,UniRef90_Q47453,g__Klebsiella.s__Klebsiella_pneumoniae
14971,UniRef90_Q47453,g__Raoultella.s__Raoultella_ornithinolytica
14972,UniRef90_Q47453,g__Klebsiella.s__Klebsiella_quasipneumoniae
14973,UniRef90_Q47453,g__Klebsiella.s__Klebsiella_variicola
14974,UniRef90_Q47453,g__Escherichia.s__Escherichia_coli
14976,UniRef90_W9AJ59,g__Escherichia.s__Escherichia_coli
14978,UniRef90_D3GXP3,g__Escherichia.s__Escherichia_coli
14980,UniRef90_A0A376I4U0,g__Klebsiella.s__Klebsiella_pneumoniae
14981,UniRef90_A0A376I4U0,g__Raoultella.s__Raoultella_ornithinolytica
14982,UniRef90_A0A376I4U0,g__Escherichia.s__Escherichia_coli
14985,UniRef90_A0A0T5XR90,g__Escherichia.s__Escherichia_coli
14986,UniRef90_A0A0T5XR90,g__Klebsiella.s__Klebsiella_pneumoniae
14990,UniRef90_A0A148HVP9,g__Escherichia.s__Escherichia_coli
14992,UniRef90_A0A0T5XHP6,g__Klebsiella.s__Klebsiella_pneumoniae
14993,UniRef90_A0A0T5XHP6,g__Escherichia.s__Escherichia_coli
14996,UniRef90_A0A0K6EBI4,g__Escherichia.s__Escherichia_coli
14997,UniRef90_A0A0K6EBI4,g__Klebsiella.s__Klebsiella_pneumoniae
14999,UniRef90_A0A376WC91,g__Escherichia.s__Escherichia_coli
15001,UniRef90_A1JIP3,g__Escherichia.s__Escherichia_coli
15002,UniRef90_A1JIP3,g__Raoultella.s__Raoultella_ornithinolytica
15003,UniRef90_A1JIP3,g__Klebsiella.s__Klebsiella_quasipneumoniae
15004,UniRef90_A1JIP3,g__Klebsiella.s__Klebsiella_variicola_CAG_634
15005,UniRef90_A1JIP3,g__Klebsiella.s__Klebsiella_variicola
15006,UniRef90_A1JIP3,g__Klebsiella.s__Klebsiella_pneumoniae
15008,UniRef90_A0A1D3AIN6,g__Klebsiella.s__Klebsiella_pneumoniae
15011,UniRef90_P75685,g__Escherichia.s__Escherichia_coli
15012,UniRef90_P75685,g__Klebsiella.s__Klebsiella_pneumoniae
15014,UniRef90_A0A376VVM8,g__Escherichia.s__Escherichia_coli
15018,UniRef90_A0A376VWR6,g__Escherichia.s__Escherichia_coli
15019,UniRef90_A0A376VWR6,g__Klebsiella.s__Klebsiella_pneumoniae
15021,UniRef90_A0A2S7GPM5,g__Escherichia.s__Escherichia_coli
15024,UniRef90_A8ACZ3,g__Klebsiella.s__Klebsiella_quasipneumoniae
15025,UniRef90_A8ACZ3,g__Klebsiella.s__Klebsiella_variicola_CAG_634
15026,UniRef90_A8ACZ3,g__Escherichia.s__Escherichia_coli
15027,UniRef90_A8ACZ3,g__Enterococcus.s__Enterococcus_faecium
15028,UniRef90_A8ACZ3,g__Raoultella.s__Raoultella_ornithinolytica
15029,UniRef90_A8ACZ3,g__Klebsiella.s__Klebsiella_variicola
15030,UniRef90_A8ACZ3,g__Klebsiella.s__Klebsiella_pneumoniae
15032,UniRef90_A0A178RJT6,g__Escherichia.s__Escherichia_coli
15033,UniRef90_A0A178RJT6,g__Klebsiella.s__Klebsiella_pneumoniae
15035,UniRef90_E1J6E5,g__Escherichia.s__Escherichia_coli
15037,UniRef90_V0UH90,g__Escherichia.s__Escherichia_coli
15039,UniRef90_A0A370ZFA2,g__Klebsiella.s__Klebsiella_pneumoniae
15042,UniRef90_A0A1D7PMX4,g__Escherichia.s__Escherichia_coli
15046,UniRef90_P37177,g__Klebsiella.s__Klebsiella_pneumoniae
15047,UniRef90_P37177,g__Escherichia.s__Escherichia_coli
15050,UniRef90_A0A377K326,g__Escherichia.s__Escherichia_coli
15055,UniRef90_A0A2X1L610,g__Escherichia.s__Escherichia_coli
15058,UniRef90_P00363,g__Escherichia.s__Escherichia_coli
15059,UniRef90_P00363,g__Raoultella.s__Raoultella_ornithinolytica
15060,UniRef90_P00363,g__Klebsiella.s__Klebsiella_quasipneumoniae
15061,UniRef90_P00363,g__Klebsiella.s__Klebsiella_variicola
15063,UniRef90_P00363,g__Klebsiella.s__Klebsiella_variicola_CAG_634
15064,UniRef90_P00363,g__Klebsiella.s__Klebsiella_pneumoniae
15069,UniRef90_A0A0T5XL84,g__Escherichia.s__Escherichia_coli
15070,UniRef90_A0A0T5XL84,g__Klebsiella.s__Klebsiella_pneumoniae
15072,UniRef90_K2I622,g__Bifidobacterium.s__Bifidobacterium_bifidum
15074,UniRef90_A0A2S1JKG1,g__Escherichia.s__Escherichia_coli
15077,UniRef90_A0A2I1ZVK0,g__Klebsiella.s__Klebsiella_pneumoniae
15079,UniRef90_A0A029IL64,g__Escherichia.s__Escherichia_coli
15081,UniRef90_P0AAG1,g__Raoultella.s__Raoultella_ornithinolytica
15082,UniRef90_P0AAG1,g__Enterococcus.s__Enterococcus_faecalis
15083,UniRef90_P0AAG1,g__Escherichia.s__Escherichia_coli
15085,UniRef90_P0AAG1,g__Klebsiella.s__Klebsiella_pneumoniae
15087,UniRef90_A0A166YWD1,g__Klebsiella.s__Klebsiella_pneumoniae
15088,UniRef90_A0A166YWD1,g__Escherichia.s__Escherichia_coli
15092,UniRef90_P0AGD9,g__Klebsiella.s__Klebsiella_quasipneumoniae
15093,UniRef90_P0AGD9,g__Raoultella.s__Raoultella_ornithinolytica
15094,UniRef90_P0AGD9,g__Escherichia.s__Escherichia_coli
15095,UniRef90_P0AGD9,g__Klebsiella.s__Klebsiella_pneumoniae
15096,UniRef90_P0AGD9,g__Klebsiella.s__Klebsiella_variicola_CAG_634
15097,UniRef90_P0AGD9,g__Klebsiella.s__Klebsiella_variicola
15104,UniRef90_A0A0I1U2I5,g__Escherichia.s__Escherichia_coli
15107,UniRef90_J7R2L0,g__Escherichia.s__Escherichia_coli
15109,UniRef90_A0A377K3A9,g__Escherichia.s__Escherichia_coli
15110,UniRef90_A0A377K3A9,g__Klebsiella.s__Klebsiella_pneumoniae
15113,UniRef90_D7Y5L7,g__Escherichia.s__Escherichia_coli
15115,UniRef90_A0A0D6HKF7,g__Escherichia.s__Escherichia_coli
15117,UniRef90_A0A376LHQ7,g__Escherichia.s__Escherichia_coli
15120,UniRef90_A0A0H2V9E0,g__Escherichia.s__Escherichia_coli
15122,UniRef90_A0A0A2S0R9,g__Escherichia.s__Escherichia_coli
15124,UniRef90_W8ZEJ8,g__Escherichia.s__Escherichia_coli
15126,UniRef90_A0A2X3F6F3,g__Klebsiella.s__Klebsiella_pneumoniae
15128,UniRef90_A0A3E1ZSB9,g__Escherichia.s__Escherichia_coli
15129,UniRef90_A0A3E1ZSB9,g__Klebsiella.s__Klebsiella_pneumoniae
15135,UniRef90_A0A0L7ANS4,g__Escherichia.s__Escherichia_coli
15137,UniRef90_A0A3A3F3S9,g__Escherichia.s__Escherichia_coli
15139,UniRef90_A0A376WB26,g__Escherichia.s__Escherichia_coli
15142,UniRef90_A0A0T5XJC1,g__Escherichia.s__Escherichia_coli
15144,UniRef90_A0A0T5XM86,g__Escherichia.s__Escherichia_coli
15145,UniRef90_A0A0T5XM86,g__Klebsiella.s__Klebsiella_pneumoniae
15150,UniRef90_G8LLH9,g__Klebsiella.s__Klebsiella_pneumoniae
15154,UniRef90_V0XF75,g__Escherichia.s__Escherichia_coli
15156,UniRef90_A0A377Z836,g__Klebsiella.s__Klebsiella_pneumoniae
15157,UniRef90_A0A377Z836,g__Escherichia.s__Escherichia_coli
15160,UniRef90_A0A377KFN4,g__Escherichia.s__Escherichia_coli
15163,UniRef90_A0A2G9ABR1,g__Escherichia.s__Escherichia_coli
15167,UniRef90_P15640,g__Escherichia.s__Escherichia_coli
15168,UniRef90_P15640,g__Klebsiella.s__Klebsiella_quasipneumoniae
15169,UniRef90_P15640,g__Klebsiella.s__Klebsiella_variicola
15171,UniRef90_P15640,g__Klebsiella.s__Klebsiella_variicola_CAG_634
15172,UniRef90_P15640,g__Klebsiella.s__Klebsiella_pneumoniae
15174,UniRef90_Q8FB40,g__Klebsiella.s__Klebsiella_pneumoniae
15175,UniRef90_Q8FB40,g__Escherichia.s__Escherichia_coli
15179,UniRef90_A0A379RC98,g__Escherichia.s__Escherichia_coli
15180,UniRef90_A0A379RC98,g__Klebsiella.s__Klebsiella_pneumoniae
15182,UniRef90_D6J868,g__Escherichia.s__Escherichia_coli
15184,UniRef90_E6S5X2,g__Escherichia.s__Escherichia_coli
15189,UniRef90_A0A2G8Z1C1,g__Escherichia.s__Escherichia_coli
15192,UniRef90_A0A157DAS0,g__Klebsiella.s__Klebsiella_pneumoniae
15194,UniRef90_A0A0T5XF02,g__Escherichia.s__Escherichia_coli
15195,UniRef90_A0A0T5XF02,g__Klebsiella.s__Klebsiella_pneumoniae
15199,UniRef90_A0A0T5XHP5,g__Klebsiella.s__Klebsiella_pneumoniae
15200,UniRef90_A0A0T5XHP5,g__Escherichia.s__Escherichia_coli
15203,UniRef90_U9XQP9,g__Escherichia.s__Escherichia_coli
15207,UniRef90_A0A0A0GI73,g__Escherichia.s__Escherichia_coli
15210,UniRef90_A6TG77,g__Escherichia.s__Escherichia_coli
15211,UniRef90_A6TG77,g__Klebsiella.s__Klebsiella_variicola
15213,UniRef90_A6TG77,g__Klebsiella.s__Klebsiella_pneumoniae
15214,UniRef90_A6TG77,g__Klebsiella.s__Klebsiella_quasipneumoniae
15218,UniRef90_A0A376WAV5,g__Escherichia.s__Escherichia_coli
15220,UniRef90_A0A148H9Z9,g__Klebsiella.s__Klebsiella_pneumoniae
15221,UniRef90_A0A148H9Z9,g__Escherichia.s__Escherichia_coli
15223,UniRef90_Q8XA49,g__Raoultella.s__Raoultella_ornithinolytica
15224,UniRef90_Q8XA49,g__Klebsiella.s__Klebsiella_quasipneumoniae
15225,UniRef90_Q8XA49,g__Escherichia.s__Escherichia_coli
15226,UniRef90_Q8XA49,g__Klebsiella.s__Klebsiella_variicola_CAG_634
15227,UniRef90_Q8XA49,g__Klebsiella.s__Klebsiella_variicola
15228,UniRef90_Q8XA49,g__Klebsiella.s__Klebsiella_pneumoniae
15232,UniRef90_A0A336JF53,g__Klebsiella.s__Klebsiella_pneumoniae
15234,UniRef90_P0A7B0,g__Escherichia.s__Escherichia_coli
15235,UniRef90_P0A7B0,g__Klebsiella.s__Klebsiella_variicola
15236,UniRef90_P0A7B0,g__Klebsiella.s__Klebsiella_quasipneumoniae
15237,UniRef90_P0A7B0,g__Raoultella.s__Raoultella_ornithinolytica
15238,UniRef90_P0A7B0,g__Veillonella.s__Veillonella_dispar
15239,UniRef90_P0A7B0,g__Klebsiella.s__Klebsiella_pneumoniae
15241,UniRef90_A0A377DC10,g__Escherichia.s__Escherichia_coli
15243,UniRef90_P0AFZ4,g__Escherichia.s__Escherichia_coli
15244,UniRef90_P0AFZ4,g__Klebsiella.s__Klebsiella_pneumoniae
15249,UniRef90_A0A0T5XQQ4,g__Escherichia.s__Escherichia_coli
15251,UniRef90_A0A0T5XQQ4,g__Klebsiella.s__Klebsiella_pneumoniae
15253,UniRef90_U9YNA3,g__Escherichia.s__Escherichia_coli
15255,UniRef90_V0W6I5,g__Escherichia.s__Escherichia_coli
15257,UniRef90_A0A376MJ12,g__Escherichia.s__Escherichia_coli
15261,UniRef90_A0A377K6J7,g__Escherichia.s__Escherichia_coli
15268,UniRef90_Q7X391,g__Escherichia.s__Escherichia_coli
15270,UniRef90_A0A2W0GT93,g__Escherichia.s__Escherichia_coli
15274,UniRef90_A0A330AH30,g__Escherichia.s__Escherichia_coli
15277,UniRef90_UPI000A35EF67,g__Escherichia.s__Escherichia_coli
15281,UniRef90_A0A0H3CIB2,g__Klebsiella.s__Klebsiella_pneumoniae
15283,UniRef90_Q0SYT5,g__Klebsiella.s__Klebsiella_quasipneumoniae
15284,UniRef90_Q0SYT5,g__Raoultella.s__Raoultella_ornithinolytica
15285,UniRef90_Q0SYT5,g__Klebsiella.s__Klebsiella_variicola_CAG_634
15286,UniRef90_Q0SYT5,g__Klebsiella.s__Klebsiella_pneumoniae
15287,UniRef90_Q0SYT5,g__Escherichia.s__Escherichia_coli
15288,UniRef90_Q0SYT5,g__Klebsiella.s__Klebsiella_variicola
15291,UniRef90_P0AEB4,g__Escherichia.s__Escherichia_coli
15292,UniRef90_P0AEB4,g__Raoultella.s__Raoultella_ornithinolytica
15293,UniRef90_P0AEB4,g__Klebsiella.s__Klebsiella_quasipneumoniae
15294,UniRef90_P0AEB4,g__Klebsiella.s__Klebsiella_pneumoniae
15296,UniRef90_P0AEB4,g__Klebsiella.s__Klebsiella_variicola_CAG_634
15297,UniRef90_P0AEB4,g__Klebsiella.s__Klebsiella_variicola
15299,UniRef90_A0A377E4Q3,g__Escherichia.s__Escherichia_coli
15301,UniRef90_P0AAK2,g__Escherichia.s__Escherichia_coli
15302,UniRef90_P0AAK2,g__Klebsiella.s__Klebsiella_pneumoniae
15307,UniRef90_A0A376KLK9,g__Escherichia.s__Escherichia_coli
15308,UniRef90_A0A376KLK9,g__Klebsiella.s__Klebsiella_pneumoniae
15312,UniRef90_A0A377YXG6,g__Klebsiella.s__Klebsiella_pneumoniae
15315,UniRef90_A0A1S2A839,g__Klebsiella.s__Klebsiella_quasipneumoniae
15316,UniRef90_A0A1S2A839,g__Klebsiella.s__Klebsiella_variicola
15317,UniRef90_A0A1S2A839,g__Klebsiella.s__Klebsiella_pneumoniae
15319,UniRef90_G0FET0,g__Escherichia.s__Escherichia_coli
15320,UniRef90_G0FET0,g__Klebsiella.s__Klebsiella_pneumoniae
15325,UniRef90_E1IVA8,g__Escherichia.s__Escherichia_coli
15328,UniRef90_A0A0T5XQC3,g__Escherichia.s__Escherichia_coli
15330,UniRef90_A0A0T5XQC3,g__Klebsiella.s__Klebsiella_pneumoniae
15332,UniRef90_A0A2B7M0F2,g__Escherichia.s__Escherichia_coli
15334,UniRef90_A4WC70,g__Escherichia.s__Escherichia_coli
15335,UniRef90_A4WC70,g__Klebsiella.s__Klebsiella_pneumoniae
15338,UniRef90_Q3YX01,g__Escherichia.s__Escherichia_coli
15339,UniRef90_Q3YX01,g__Klebsiella.s__Klebsiella_pneumoniae
15341,UniRef90_A0A370Z013,g__Klebsiella.s__Klebsiella_pneumoniae
15346,UniRef90_A0A0T5XPU8,g__Klebsiella.s__Klebsiella_pneumoniae
15347,UniRef90_A0A0T5XPU8,g__Escherichia.s__Escherichia_coli
15352,UniRef90_V0SI35,g__Escherichia.s__Escherichia_coli
15354,UniRef90_A0A377XPA2,g__Klebsiella.s__Klebsiella_pneumoniae
15356,UniRef90_A0A2R4PEQ1,g__Raoultella.s__Raoultella_ornithinolytica
15357,UniRef90_A0A2R4PEQ1,g__Klebsiella.s__Klebsiella_variicola_CAG_634
15358,UniRef90_A0A2R4PEQ1,g__Klebsiella.s__Klebsiella_quasipneumoniae
15359,UniRef90_A0A2R4PEQ1,g__Escherichia.s__Escherichia_coli
15360,UniRef90_A0A2R4PEQ1,g__Klebsiella.s__Klebsiella_pneumoniae
15361,UniRef90_A0A2R4PEQ1,g__Klebsiella.s__Klebsiella_variicola
15365,UniRef90_A0A0K6DXD8,g__Escherichia.s__Escherichia_coli
15366,UniRef90_A0A0K6DXD8,g__Klebsiella.s__Klebsiella_pneumoniae
15367,UniRef90_A0A0K6DXD8,g__Klebsiella.s__Klebsiella_variicola
15369,UniRef90_A0A1D3KGS3,g__Escherichia.s__Escherichia_coli
15370,UniRef90_A0A1D3KGS3,g__Klebsiella.s__Klebsiella_quasipneumoniae
15371,UniRef90_A0A1D3KGS3,g__Klebsiella.s__Klebsiella_variicola_CAG_634
15372,UniRef90_A0A1D3KGS3,g__Klebsiella.s__Klebsiella_pneumoniae
15373,UniRef90_A0A1D3KGS3,g__Klebsiella.s__Klebsiella_variicola
15378,UniRef90_A0A0T5XPD3,g__Klebsiella.s__Klebsiella_pneumoniae
15379,UniRef90_A0A0T5XPD3,g__Escherichia.s__Escherichia_coli
15381,UniRef90_A6TGV0,g__Escherichia.s__Escherichia_coli
15382,UniRef90_A6TGV0,g__Klebsiella.s__Klebsiella_quasipneumoniae
15383,UniRef90_A6TGV0,g__Raoultella.s__Raoultella_ornithinolytica
15384,UniRef90_A6TGV0,g__Klebsiella.s__Klebsiella_variicola
15385,UniRef90_A6TGV0,g__Klebsiella.s__Klebsiella_variicola_CAG_634
15387,UniRef90_A6TGV0,g__Klebsiella.s__Klebsiella_pneumoniae
15389,UniRef90_F4SUD7,g__Escherichia.s__Escherichia_coli
15391,UniRef90_A0A135PXK7,g__Escherichia.s__Escherichia_coli
15394,UniRef90_A0A336INP5,g__Klebsiella.s__Klebsiella_pneumoniae
15399,UniRef90_A0A0T5XLM6,g__Escherichia.s__Escherichia_coli
15400,UniRef90_A0A0T5XLM6,g__Raoultella.s__Raoultella_ornithinolytica
15401,UniRef90_A0A0T5XLM6,g__Klebsiella.s__Klebsiella_pneumoniae
15403,UniRef90_J7QWV4,g__Escherichia.s__Escherichia_coli
15404,UniRef90_J7QWV4,g__Klebsiella.s__Klebsiella_pneumoniae
15408,UniRef90_E2QJV3,g__Escherichia.s__Escherichia_coli
15410,UniRef90_G8LPQ2,g__Klebsiella.s__Klebsiella_pneumoniae
15413,UniRef90_A0A377E0B0,g__Escherichia.s__Escherichia_coli
15416,UniRef90_A6TFR0,g__Klebsiella.s__Klebsiella_quasipneumoniae
15417,UniRef90_A6TFR0,g__Klebsiella.s__Klebsiella_variicola_CAG_634
15418,UniRef90_A6TFR0,g__Klebsiella.s__Klebsiella_variicola
15419,UniRef90_A6TFR0,g__Klebsiella.s__Klebsiella_pneumoniae
15420,UniRef90_A6TFR0,g__Raoultella.s__Raoultella_ornithinolytica
15426,UniRef90_A0A377XS02,g__Klebsiella.s__Klebsiella_pneumoniae
15429,UniRef90_A0A377LGF7,g__Escherichia.s__Escherichia_coli
15431,UniRef90_F4T0X4,g__Escherichia.s__Escherichia_coli
15434,UniRef90_E1J0R3,g__Escherichia.s__Escherichia_coli
15436,UniRef90_A6T6M5,g__Escherichia.s__Escherichia_coli
15437,UniRef90_A6T6M5,g__Raoultella.s__Raoultella_ornithinolytica
15438,UniRef90_A6T6M5,g__Klebsiella.s__Klebsiella_quasipneumoniae
15439,UniRef90_A6T6M5,g__Klebsiella.s__Klebsiella_variicola_CAG_634
15440,UniRef90_A6T6M5,g__Klebsiella.s__Klebsiella_variicola
15441,UniRef90_A6T6M5,g__Klebsiella.s__Klebsiella_pneumoniae
15445,UniRef90_A0A0T5XLE0,g__Escherichia.s__Escherichia_coli
15447,UniRef90_A0A0T5XLE0,g__Klebsiella.s__Klebsiella_pneumoniae
15449,UniRef90_A0A376W086,g__Escherichia.s__Escherichia_coli
15451,UniRef90_A0A376VCC8,g__Escherichia.s__Escherichia_coli
15454,UniRef90_A0A2T1LNQ7,g__Escherichia.s__Escherichia_coli
15458,UniRef90_A0A0T5XNC1,g__Klebsiella.s__Klebsiella_pneumoniae
15459,UniRef90_A0A0T5XNC1,g__Escherichia.s__Escherichia_coli
15462,UniRef90_A0A377DAR2,g__Escherichia.s__Escherichia_coli
15465,UniRef90_A0A397WYU9,g__Escherichia.s__Escherichia_coli
